Trial,Iteration,F1_Score
2,21,0.359
2,22,0.325
2,23,0.3502
2,24,0.5164
2,25,0.5056
2,26,0.2437
2,27,0.4948
2,28,0.2986
2,29,0.3957
2,30,0.338
2,31,0.5681
2,32,0.4029
2,33,0.3612
2,34,0.334
2,35,0.4161
2,36,0.2817
2,37,0.4271
2,38,0.4517
2,39,0.4271
2,40,0.3829
2,41,0.3088
2,42,0.4177
2,43,0.3106
2,44,0.511
2,45,0.3554
2,46,0.2903
2,47,0.3326
2,48,0.4453
2,49,0.5044
2,50,0.4535
2,51,0.2461
2,52,0.3919
2,53,0.4397
2,54,0.4041
2,55,0.2964
2,56,0.4021
2,57,0.3358
2,58,0.4738
2,59,0.3306
2,60,0.321
2,61,0.3891
2,62,0.4547
2,63,0.4918
2,64,0.481
2,65,0.3428
2,66,0.348
2,67,0.318
2,68,0.3975
2,69,0.2817
2,70,0.3152
2,71,0.4888
2,72,0.3915
2,73,0.3801
2,74,0.4195
2,75,0.5012
2,76,0.3953
2,77,0.3336
2,78,0.2759
2,79,0.3656
2,80,0.5092
2,81,0.2533
2,82,0.4962
2,83,0.2625
2,84,0.3504
2,85,0.4559
2,86,0.2467
2,87,0.354
2,88,0.2671
2,89,0.3825
2,90,0.3718
2,91,0.3122
2,92,0.2465
2,93,0.4565
2,94,0.4293
2,95,0.314
2,96,0.3568
2,97,0.2461
2,98,0.5046
2,99,0.4341
2,100,0.3104
2,101,0.4533
2,102,0.5102
2,103,0.331
2,104,0.309
2,105,0.4862
2,106,0.4411
2,107,0.3472
2,108,0.4437
2,109,0.4359
2,110,0.2461
2,111,0.4896
2,112,0.4351
2,113,0.3658
2,114,0.539
2,115,0.3392
2,116,0.4265
2,117,0.3104
2,118,0.2733
2,119,0.3298
2,120,0.2926
2,121,0.5026
2,122,0.2903
2,123,0.3188
2,124,0.2763
2,125,0.2949
2,126,0.3652
2,127,0.298
2,128,0.2717
2,129,0.4762
2,130,0.4768
2,131,0.2779
2,132,0.2974
2,133,0.4335
2,134,0.3929
2,135,0.4626
2,136,0.3494
2,137,0.4489
2,138,0.4511
2,139,0.21
2,140,0.2807
2,141,0.4559
2,142,0.5022
2,143,0.2944
2,144,0.4513
2,145,0.502
2,146,0.4642
2,147,0.5106
2,148,0.2593
2,149,0.2821
2,150,0.4802
2,151,0.2885
2,152,0.2942
2,153,0.3458
2,154,0.3064
2,155,0.4137
2,156,0.48
2,157,0.2461
2,158,0.2817
2,159,0.4415
2,160,0.2675
2,161,0.5122
2,162,0.3913
2,163,0.4864
2,164,0.3664
2,165,0.2661
2,166,0.3136
2,167,0.3995
2,168,0.5022
2,169,0.3881
2,170,0.3412
2,171,0.3901
2,172,0.5537
2,173,0.5451
2,174,0.4179
2,175,0.4722
2,176,0.2649
2,177,0.2587
2,178,0.359
2,179,0.5006
2,180,0.4085
2,181,0.3192
2,182,0.311
2,183,0.4275
2,184,0.4329
2,185,0.2809
2,186,0.353
2,187,0.342
2,188,0.3875
2,189,0.4616
2,190,0.2647
2,191,0.4069
2,192,0.4541
2,193,0.4359
2,194,0.4133
2,195,0.4387
2,196,0.467
2,197,0.4644
2,198,0.2733
2,199,0.3799
2,200,0.4051
3,1,0.3152
3,2,0.469
3,3,0.3564
3,4,0.5238
3,5,0.354
3,6,0.4267
3,7,0.4828
3,8,0.2461
3,9,0.3939
3,10,0.3965
3,11,0.2801
3,12,0.4279
3,13,0.325
3,14,0.4443
3,15,0.3927
3,16,0.3738
3,17,0.4493
3,18,0.4724
3,19,0.4866
3,20,0.4199
3,21,0.3662
3,22,0.472
3,23,0.3116
3,24,0.4153
3,25,0.4101
3,26,0.2781
3,27,0.5146
3,28,0.2811
3,29,0.2833
3,30,0.5042
3,31,0.4814
3,32,0.4732
3,33,0.4465
3,34,0.3324
3,35,0.4632
3,36,0.4345
3,37,0.4828
3,38,0.2709
3,39,0.3148
3,40,0.4658
3,41,0.4395
3,42,0.3322
3,43,0.2461
3,44,0.4427
3,45,0.2461
3,46,0.4249
3,47,0.4489
3,48,0.3436
3,49,0.5306
3,50,0.3178
3,51,0.4051
3,52,0.3652
3,53,0.4499
3,54,0.3278
3,55,0.2493
3,56,0.2729
3,57,0.515
3,58,0.5166
3,59,0.4051
3,60,0.2611
3,61,0.313
3,62,0.4616
3,63,0.2839
3,64,0.2885
3,65,0.2889
3,66,0.5146
3,67,0.2587
3,68,0.2893
3,69,0.5036
3,70,0.2655
3,71,0.2461
3,72,0.4309
3,73,0.3262
3,74,0.2817
3,75,0.3546
3,76,0.3843
3,77,0.3652
3,78,0.4553
3,79,0.3232
3,80,0.2643
3,81,0.4449
3,82,0.4988
3,83,0.3334
3,84,0.3296
3,85,0.3837
3,86,0.5076
3,87,0.2909
3,88,0.3348
3,89,0.2461
3,90,0.3242
3,91,0.514
3,92,0.4121
3,93,0.2509
3,94,0.2751
3,95,0.3376
3,96,0.3432
3,97,0.3314
3,98,0.3236
3,99,0.3382
3,100,0.4433
3,101,0.3554
3,102,0.3722
3,103,0.2641
3,104,0.4051
3,105,0.4405
3,106,0.2773
3,107,0.367
3,108,0.3985
3,109,0.3726
3,110,0.2829
3,111,0.475
3,112,0.2805
3,113,0.3576
3,114,0.2733
3,115,0.3486
3,116,0.3244
3,117,0.4668
3,118,0.4183
3,119,0.5112
3,120,0.2589
3,121,0.3933
3,122,0.4816
3,123,0.3855
3,124,0.317
3,125,0.4597
3,126,0.5178
3,127,0.2073
3,128,0.5008
3,129,0.297
3,130,0.3204
3,131,0.52
3,132,0.3382
3,133,0.5398
3,134,0.2713
3,135,0.2867
3,136,0.3851
3,137,0.3895
3,138,0.487
3,139,0.4193
3,140,0.4285
3,141,0.4696
3,142,0.3504
3,143,0.2905
3,144,0.2793
3,145,0.2741
3,146,0.2974
3,147,0.4626
3,148,0.4537
3,149,0.2749
3,150,0.3833
3,151,0.4013
3,152,0.3496
3,153,0.3909
3,154,0.2958
3,155,0.3116
3,156,0.3012
3,157,0.4379
3,158,0.32
3,159,0.3512
3,160,0.4215
3,161,0.2785
3,162,0.2747
3,163,0.495
3,164,0.2741
3,165,0.3726
3,166,0.372
3,167,0.3166
3,168,0.4547
3,169,0.5228
3,170,0.4822
3,171,0.4732
3,172,0.2761
3,173,0.462
3,174,0.4964
3,175,0.4167
3,176,0.499
3,177,0.3648
3,178,0.4235
3,179,0.3294
3,180,0.4533
3,181,0.4529
3,182,0.298
3,183,0.3835
3,184,0.3658
3,185,0.3358
3,186,0.2843
3,187,0.457
3,188,0.4155
3,189,0.369
3,190,0.4998
3,191,0.4377
3,192,0.4828
3,193,0.4902
3,194,0.314
3,195,0.3604
3,196,0.4559
3,197,0.4604
3,198,0.4191
3,199,0.357
3,200,0.3128
4,1,0.3206
4,2,0.2821
4,3,0.4339
4,4,0.4297
4,5,0.4095
4,6,0.4776
4,7,0.3358
4,8,0.4415
4,9,0.3718
4,10,0.2469
4,11,0.3644
4,12,0.4603
4,13,0.4744
4,14,0.3292
4,15,0.4395
4,16,0.4211
4,17,0.3002
4,18,0.3466
4,19,0.2757
4,20,0.4531
4,21,0.3534
4,22,0.4001
4,23,0.3176
4,24,0.2461
4,25,0.4826
4,26,0.307
4,27,0.4986
4,28,0.2461
4,29,0.4529
4,30,0.4658
4,31,0.5008
4,32,0.4179
4,33,0.4423
4,34,0.4189
4,35,0.4355
4,36,0.4479
4,37,0.3646
4,38,0.4437
4,39,0.5242
4,40,0.4227
4,41,0.2879
4,42,0.4047
4,43,0.4716
4,44,0.3332
4,45,0.2777
4,46,0.4882
4,47,0.4958
4,48,0.3791
4,49,0.3456
4,50,0.4754
4,51,0.2503
4,52,0.4169
4,53,0.4251
4,54,0.2695
4,55,0.315
4,56,0.3963
4,57,0.529
4,58,0.2944
4,59,0.4309
4,60,0.4756
4,61,0.4285
4,62,0.5408
4,63,0.4537
4,64,0.3418
4,65,0.4133
4,66,0.4756
4,67,0.4009
4,68,0.3652
4,69,0.4972
4,70,0.3692
4,71,0.3785
4,72,0.2735
4,73,0.5136
4,74,0.322
4,75,0.2461
4,76,0.4209
4,77,0.4515
4,78,0.4858
4,79,0.4872
4,80,0.334
4,81,0.2857
4,82,0.3002
4,83,0.4089
4,84,0.4385
4,85,0.2713
4,86,0.504
4,87,0.4896
4,88,0.5314
4,89,0.2871
4,90,0.3268
4,91,0.5114
4,92,0.333
4,93,0.4081
4,94,0.4411
4,95,0.4517
4,96,0.2649
4,97,0.4445
4,98,0.2901
4,99,0.2461
4,100,0.4123
4,101,0.37
4,102,0.3584
4,103,0.3034
4,104,0.4483
4,105,0.2571
4,106,0.4698
4,107,0.479
4,108,0.302
4,109,0.314
4,110,0.5116
4,111,0.4089
4,112,0.4347
4,113,0.345
4,114,0.3702
4,115,0.4782
4,116,0.2853
4,117,0.3072
4,118,0.3234
4,119,0.2783
4,120,0.3478
4,121,0.3628
4,122,0.337
4,123,0.3983
4,124,0.3674
4,125,0.3791
4,126,0.2461
4,127,0.496
4,128,0.3949
4,129,0.4313
4,130,0.3991
4,131,0.2745
4,132,0.3865
4,133,0.4674
4,134,0.4311
4,135,0.4826
4,136,0.4423
4,137,0.4305
4,138,0.4551
4,139,0.2717
4,140,0.476
4,141,0.4808
4,142,0.5126
4,143,0.4251
4,144,0.4994
4,145,0.5054
4,146,0.2908
4,147,0.4013
4,148,0.2573
4,149,0.4157
4,150,0.4041
4,151,0.3957
4,152,0.4874
4,153,0.3136
4,154,0.4642
4,155,0.329
4,156,0.4327
4,157,0.2905
4,158,0.2922
4,159,0.4069
4,160,0.2731
4,161,0.2785
4,162,0.4616
4,163,0.4598
4,164,0.4469
4,165,0.2461
4,166,0.2463
4,167,0.3582
4,168,0.3646
4,169,0.4105
4,170,0.3945
4,171,0.4231
4,172,0.3879
4,173,0.484
4,174,0.4049
4,175,0.4746
4,176,0.3526
4,177,0.4499
4,178,0.4125
4,179,0.2715
4,180,0.4856
4,181,0.2847
4,182,0.3909
4,183,0.2918
4,184,0.333
4,185,0.4519
4,186,0.2843
4,187,0.5398
4,188,0.4289
4,189,0.5282
4,190,0.2461
4,191,0.4618
4,192,0.5268
4,193,0.4866
4,194,0.2627
4,195,0.2461
4,196,0.211
4,197,0.4952
4,198,0.2807
4,199,0.4986
4,200,0.4473
5,1,0.4824
5,2,0.4429
5,3,0.2946
5,4,0.3761
5,5,0.2487
5,6,0.5134
5,7,0.3444
5,8,0.3126
5,9,0.3272
5,10,0.5324
5,11,0.4852
5,12,0.495
5,13,0.4221
5,14,0.4177
5,15,0.371
5,16,0.364
5,17,0.475
5,18,0.462
5,19,0.4161
5,20,0.4415
5,21,0.309
5,22,0.4071
5,23,0.3781
5,24,0.2461
5,25,0.3452
5,26,0.2637
5,27,0.4181
5,28,0.4205
5,29,0.4626
5,30,0.2595
5,31,0.3726
5,32,0.2928
5,33,0.4678
5,34,0.3554
5,35,0.4281
5,36,0.2729
5,37,0.3684
5,38,0.3156
5,39,0.3004
5,40,0.2972
5,41,0.3472
5,42,0.4143
5,43,0.3462
5,44,0.2687
5,45,0.462
5,46,0.3336
5,47,0.2729
5,48,0.3224
5,49,0.3038
5,50,0.4594
5,51,0.5196
5,52,0.2715
5,53,0.2922
5,54,0.4499
5,55,0.4193
5,56,0.4698
5,57,0.3268
5,58,0.4742
5,59,0.4277
5,60,0.2779
5,61,0.4904
5,62,0.4431
5,63,0.4287
5,64,0.2709
5,65,0.4265
5,66,0.2779
5,67,0.3686
5,68,0.3364
5,69,0.4944
5,70,0.4363
5,71,0.2891
5,72,0.35
5,73,0.3312
5,74,0.3316
5,75,0.4588
5,76,0.3989
5,77,0.3783
5,78,0.4736
5,79,0.359
5,80,0.4123
5,81,0.4678
5,82,0.2605
5,83,0.3028
5,84,0.4089
5,85,0.4712
5,86,0.4792
5,87,0.4646
5,88,0.2667
5,89,0.4435
5,90,0.5192
5,91,0.5507
5,92,0.4121
5,93,0.3262
5,94,0.4393
5,95,0.459
5,96,0.4437
5,97,0.4852
5,98,0.4678
5,99,0.3534
5,100,0.4928
5,101,0.4029
5,102,0.2863
5,103,0.5086
5,104,0.4001
5,105,0.4113
5,106,0.2994
5,107,0.3911
5,108,0.4932
5,109,0.4501
5,110,0.4561
5,111,0.2881
5,112,0.3052
5,113,0.473
5,114,0.3903
5,115,0.3985
5,116,0.5088
5,117,0.2934
5,118,0.5142
5,119,0.4535
5,120,0.2743
5,121,0.2757
5,122,0.3775
5,123,0.2915
5,124,0.4746
5,125,0.2611
5,126,0.2669
5,127,0.4207
5,128,0.3859
5,129,0.4483
5,130,0.3108
5,131,0.4369
5,132,0.3224
5,133,0.4079
5,134,0.2669
5,135,0.4121
5,136,0.3827
5,137,0.4401
5,138,0.3186
5,139,0.4459
5,140,0.4912
5,141,0.2966
5,142,0.2964
5,143,0.2739
5,144,0.4445
5,145,0.2691
5,146,0.2637
5,147,0.4708
5,148,0.4071
5,149,0.3704
5,150,0.4233
5,151,0.3384
5,152,0.4175
5,153,0.4583
5,154,0.4594
5,155,0.4311
5,156,0.2629
5,157,0.4249
5,158,0.3272
5,159,0.4005
5,160,0.3326
5,161,0.2461
5,162,0.3484
5,163,0.4573
5,164,0.3034
5,165,0.4802
5,166,0.2559
5,167,0.3528
5,168,0.3532
5,169,0.4355
5,170,0.2673
5,171,0.4399
5,172,0.375
5,173,0.2479
5,174,0.503
5,175,0.323
5,176,0.4333
5,177,0.4483
5,178,0.2916
5,179,0.2962
5,180,0.353
5,181,0.3867
5,182,0.2881
5,183,0.3736
5,184,0.35
5,185,0.2701
5,186,0.3394
5,187,0.4928
5,188,0.5667
5,189,0.4768
5,190,0.4774
5,191,0.2867
5,192,0.4329
5,193,0.2527
5,194,0.32
5,195,0.4037
5,196,0.2457
5,197,0.4728
5,198,0.2845
5,199,0.4525
5,200,0.3292
6,1,0.2735
6,2,0.4704
6,3,0.2901
6,4,0.3196
6,5,0.3656
6,6,0.3604
6,7,0.4017
6,8,0.3402
6,9,0.3342
6,10,0.4133
6,11,0.3302
6,12,0.3987
6,13,0.4205
6,14,0.5384
6,15,0.318
6,16,0.3861
6,17,0.368
6,18,0.3476
6,19,0.5102
6,20,0.4868
6,21,0.4676
6,22,0.5519
6,23,0.3767
6,24,0.4553
6,25,0.2645
6,26,0.4427
6,27,0.3398
6,28,0.2461
6,29,0.4373
6,30,0.308
6,31,0.3362
6,32,0.3166
6,33,0.3346
6,34,0.4181
6,35,0.4802
6,36,0.4996
6,37,0.3386
6,38,0.3502
6,39,0.5529
6,40,0.3524
6,41,0.4862
6,42,0.2747
6,43,0.4257
6,44,0.377
6,45,0.4555
6,46,0.3262
6,47,0.5252
6,48,0.4363
6,49,0.375
6,50,0.3526
6,51,0.4772
6,52,0.4431
6,53,0.4181
6,54,0.2731
6,55,0.4519
6,56,0.3799
6,57,0.2837
6,58,0.2922
6,59,0.3094
6,60,0.2855
6,61,0.376
6,62,0.3382
6,63,0.3819
6,64,0.4361
6,65,0.5076
6,66,0.3676
6,67,0.3578
6,68,0.5338
6,69,0.4321
6,70,0.3258
6,71,0.3392
6,72,0.5
6,73,0.4039
6,74,0.2968
6,75,0.35
6,76,0.4529
6,77,0.4946
6,78,0.4932
6,79,0.4455
6,80,0.3907
6,81,0.2829
6,82,0.317
6,83,0.4285
6,84,0.4121
6,85,0.3326
6,86,0.2719
6,87,0.4798
6,88,0.291
6,89,0.4445
6,90,0.4471
6,91,0.4644
6,92,0.4203
6,93,0.3769
6,94,0.4199
6,95,0.3082
6,96,0.2781
6,97,0.5324
6,98,0.3266
6,99,0.4582
6,100,0.3244
6,101,0.4221
6,102,0.309
6,103,0.4497
6,104,0.4511
6,105,0.4075
6,106,0.2984
6,107,0.4427
6,108,0.2693
6,109,0.5248
6,110,0.2691
6,111,0.3865
6,112,0.4465
6,113,0.5593
6,114,0.4858
6,115,0.4427
6,116,0.4353
6,117,0.4395
6,118,0.3845
6,119,0.4922
6,120,0.339
6,121,0.2635
6,122,0.2557
6,123,0.362
6,124,0.4628
6,125,0.3829
6,126,0.4716
6,127,0.307
6,128,0.4463
6,129,0.4529
6,130,0.3586
6,131,0.3444
6,132,0.4539
6,133,0.3028
6,134,0.2801
6,135,0.4397
6,136,0.2771
6,137,0.4149
6,138,0.4411
6,139,0.4964
6,140,0.4563
6,141,0.2903
6,142,0.4413
6,143,0.4283
6,144,0.489
6,145,0.3825
6,146,0.2461
6,147,0.4547
6,148,0.4315
6,149,0.2671
6,150,0.4942
6,151,0.4427
6,152,0.4662
6,153,0.3789
6,154,0.4455
6,155,0.3951
6,156,0.3734
6,157,0.4592
6,158,0.5695
6,159,0.2847
6,160,0.3805
6,161,0.3684
6,162,0.3306
6,163,0.2924
6,164,0.4365
6,165,0.297
6,166,0.2795
6,167,0.3993
6,168,0.2849
6,169,0.2669
6,170,0.4487
6,171,0.3472
6,172,0.4976
6,173,0.4079
6,174,0.4353
6,175,0.2579
6,176,0.294
6,177,0.4429
6,178,0.2461
6,179,0.3198
6,180,0.2461
6,181,0.2821
6,182,0.3028
6,183,0.2463
6,184,0.4563
6,185,0.4235
6,186,0.4503
6,187,0.2809
6,188,0.4598
6,189,0.3835
6,190,0.2897
6,191,0.4589
6,192,0.541
6,193,0.3346
6,194,0.2669
6,195,0.2887
6,196,0.3716
6,197,0.4177
6,198,0.3937
6,199,0.2659
6,200,0.2952
7,1,0.2461
7,2,0.4197
7,3,0.4884
7,4,0.4447
7,5,0.469
7,6,0.2641
7,7,0.496
7,8,0.486
7,9,0.4303
7,10,0.2119
7,11,0.3148
7,12,0.375
7,13,0.2645
7,14,0.516
7,15,0.3552
7,16,0.4838
7,17,0.4942
7,18,0.3328
7,19,0.4497
7,20,0.4249
7,21,0.4608
7,22,0.2483
7,23,0.4091
7,24,0.5298
7,25,0.2461
7,26,0.2972
7,27,0.4037
7,28,0.4257
7,29,0.4005
7,30,0.3819
7,31,0.4714
7,32,0.2783
7,33,0.4013
7,34,0.4243
7,35,0.3156
7,36,0.4666
7,37,0.3218
7,38,0.4499
7,39,0.2711
7,40,0.2461
7,41,0.4503
7,42,0.4592
7,43,0.4664
7,44,0.3642
7,45,0.4159
7,46,0.3214
7,47,0.3764
7,48,0.355
7,49,0.4307
7,50,0.4383
7,51,0.297
7,52,0.4175
7,53,0.4698
7,54,0.4283
7,55,0.4972
7,56,0.4289
7,57,0.2461
7,58,0.2625
7,59,0.4237
7,60,0.4035
7,61,0.474
7,62,0.3442
7,63,0.354
7,64,0.4648
7,65,0.3582
7,66,0.4037
7,67,0.4299
7,68,0.5148
7,69,0.4291
7,70,0.4395
7,71,0.4962
7,72,0.5154
7,73,0.2745
7,74,0.4071
7,75,0.2863
7,76,0.2831
7,77,0.4121
7,78,0.4445
7,79,0.4598
7,80,0.2467
7,81,0.3702
7,82,0.4261
7,83,0.4824
7,84,0.3012
7,85,0.2717
7,86,0.3444
7,87,0.3062
7,88,0.4111
7,89,0.3636
7,90,0.525
7,91,0.2797
7,92,0.2461
7,93,0.3124
7,94,0.323
7,95,0.509
7,96,0.4445
7,97,0.2731
7,98,0.3516
7,99,0.3076
7,100,0.3442
7,101,0.4281
7,102,0.4073
7,103,0.4275
7,104,0.4894
7,105,0.5605
7,106,0.4662
7,107,0.2843
7,108,0.348
7,109,0.2988
7,110,0.3196
7,111,0.4365
7,112,0.3146
7,113,0.4219
7,114,0.3742
7,115,0.5028
7,116,0.3566
7,117,0.3086
7,118,0.2996
7,119,0.3765
7,120,0.481
7,121,0.3242
7,122,0.3134
7,123,0.4551
7,124,0.3987
7,125,0.4103
7,126,0.3194
7,127,0.4842
7,128,0.4682
7,129,0.4684
7,130,0.5046
7,131,0.5028
7,132,0.3668
7,133,0.3887
7,134,0.4493
7,135,0.3452
7,136,0.4117
7,137,0.5008
7,138,0.2929
7,139,0.4281
7,140,0.4972
7,141,0.3128
7,142,0.2855
7,143,0.351
7,144,0.3136
7,145,0.364
7,146,0.4409
7,147,0.484
7,148,0.2633
7,149,0.493
7,150,0.3036
7,151,0.3236
7,152,0.4822
7,153,0.4259
7,154,0.3398
7,155,0.3552
7,156,0.3168
7,157,0.4335
7,158,0.2769
7,159,0.3813
7,160,0.3909
7,161,0.4926
7,162,0.4233
7,163,0.5358
7,164,0.4253
7,165,0.3448
7,166,0.345
7,167,0.3252
7,168,0.3428
7,169,0.2729
7,170,0.5094
7,171,0.2461
7,172,0.4067
7,173,0.3048
7,174,0.2721
7,175,0.3817
7,176,0.343
7,177,0.4664
7,178,0.3875
7,179,0.3811
7,180,0.4764
7,181,0.2719
7,182,0.3614
7,183,0.3218
7,184,0.3608
7,185,0.311
7,186,0.4203
7,187,0.2677
7,188,0.476
7,189,0.4696
7,190,0.5076
7,191,0.2952
7,192,0.4644
7,193,0.5174
7,194,0.4101
7,195,0.4081
7,196,0.4317
7,197,0.3504
7,198,0.4736
7,199,0.4143
7,200,0.4241
8,1,0.5382
8,2,0.2461
8,3,0.4722
8,4,0.357
8,5,0.4565
8,6,0.4567
8,7,0.4413
8,8,0.4395
8,9,0.5064
8,10,0.2715
8,11,0.2871
8,12,0.355
8,13,0.4567
8,14,0.4465
8,15,0.5473
8,16,0.4399
8,17,0.5531
8,18,0.4818
8,19,0.5282
8,20,0.531
8,21,0.2879
8,22,0.2461
8,23,0.4021
8,24,0.3556
8,25,0.296
8,26,0.2763
8,27,0.4123
8,28,0.4171
8,29,0.4315
8,30,0.4123
8,31,0.2807
8,32,0.4281
8,33,0.3943
8,34,0.3512
8,35,0.3646
8,36,0.4535
8,37,0.4127
8,38,0.2781
8,39,0.4672
8,40,0.3889
8,41,0.3951
8,42,0.4555
8,43,0.488
8,44,0.466
8,45,0.3288
8,46,0.3676
8,47,0.4333
8,48,0.4223
8,49,0.4606
8,50,0.367
8,51,0.2815
8,52,0.5286
8,53,0.3993
8,54,0.3811
8,55,0.3718
8,56,0.5298
8,57,0.5613
8,58,0.4349
8,59,0.2637
8,60,0.4596
8,61,0.4123
8,62,0.3692
8,63,0.2495
8,64,0.4051
8,65,0.4399
8,66,0.2799
8,67,0.4357
8,68,0.4846
8,69,0.2665
8,70,0.2819
8,71,0.513
8,72,0.4493
8,73,0.4437
8,74,0.4932
8,75,0.3102
8,76,0.1029
8,77,0.3568
8,78,0.2787
8,79,0.3512
8,80,0.2863
8,81,0.4115
8,82,0.4864
8,83,0.4011
8,84,0.4602
8,85,0.4545
8,86,0.2895
8,87,0.2587
8,88,0.4487
8,89,0.518
8,90,0.4978
8,91,0.311
8,92,0.4876
8,93,0.5072
8,94,0.4926
8,95,0.4369
8,96,0.4253
8,97,0.35
8,98,0.4563
8,99,0.4051
8,100,0.3294
8,101,0.3923
8,102,0.3438
8,103,0.4585
8,104,0.4493
8,105,0.504
8,106,0.4768
8,107,0.2719
8,108,0.348
8,109,0.3728
8,110,0.313
8,111,0.4241
8,112,0.4045
8,113,0.2461
8,114,0.4593
8,115,0.4473
8,116,0.2928
8,117,0.306
8,118,0.5218
8,119,0.3809
8,120,0.3166
8,121,0.5012
8,122,0.4373
8,123,0.4834
8,124,0.2625
8,125,0.374
8,126,0.511
8,127,0.4988
8,128,0.3979
8,129,0.4846
8,130,0.354
8,131,0.2703
8,132,0.506
8,133,0.4449
8,134,0.4379
8,135,0.4255
8,136,0.5685
8,137,0.3714
8,138,0.3923
8,139,0.3901
8,140,0.4447
8,141,0.2547
8,142,0.3438
8,143,0.2605
8,144,0.5002
8,145,0.3963
8,146,0.4718
8,147,0.2988
8,148,0.4644
8,149,0.2793
8,150,0.4756
8,151,0.3574
8,152,0.4515
8,153,0.463
8,154,0.4648
8,155,0.4527
8,156,0.5214
8,157,0.3835
8,158,0.4487
8,159,0.4429
8,160,0.367
8,161,0.4698
8,162,0.4247
8,163,0.494
8,164,0.4365
8,165,0.4602
8,166,0.4802
8,167,0.4189
8,168,0.4836
8,169,0.2537
8,170,0.3438
