F1_Score,Worst_F1_Score,Avg_F1_Score,StdDev_F1_Score,Avg_Time,StdDev_Time
0.5889041685916686,0.5644744504119504,0.5798994920401169,0.00408723280957076,232.2227,22.47013644885814
