Repeat,Generation,F1_Score,Time
12,6,0.5702785718410719,237.51
12,7,0.575887064949565,237.51
12,8,0.5820960383460383,237.51
13,1,0.388065349002849,223.49
13,2,0.456143763956264,223.49
13,3,0.511013296950797,223.49
13,4,0.5514604748979749,223.49
13,5,0.5608710874335875,223.49
13,6,0.571683341995842,223.49
13,7,0.5758871852621853,223.49
13,8,0.5758885087010087,223.49
14,1,0.4080839252714253,207.61
14,2,0.46255606568106566,207.61
14,3,0.5204235485485486,207.61
14,4,0.5432439651189651,207.61
14,5,0.5784924347424347,207.61
14,6,0.5766885876260875,207.61
14,7,0.5788931960806961,207.61
14,8,0.5774922759297759,207.61
15,1,0.3834578568953569,216.72
15,2,0.40468352968352966,216.72
15,3,0.4465335527835528,216.72
15,4,0.5008005601755602,216.72
15,5,0.5270306364056364,216.72
15,6,0.559266838954339,216.72
15,7,0.5720827798952798,216.72
15,8,0.578492915992916,216.72
16,1,0.3834589397089397,256.09
16,2,0.45634745322245324,256.09
16,3,0.4913874210749211,256.09
16,4,0.5184213059213059,256.09
16,5,0.5318362833987834,256.09
16,6,0.5410458535458536,256.09
16,7,0.5718854671979671,256.09
16,8,0.5796924328174329,256.09
17,1,0.3858580936705937,232.69
17,2,0.4863836191961192,232.69
17,3,0.5056087337337337,232.69
17,4,0.5294340013090012,232.69
17,5,0.5650744494494494,232.69
17,6,0.5760897917147917,232.69
17,7,0.5826985639485639,232.69
17,8,0.575087346962347,232.69
18,1,0.4100876116501116,256.29
18,2,0.4977980384230385,256.29
18,3,0.5532610735735736,256.29
18,4,0.5788910304535304,256.29
18,5,0.5660768942018941,256.29
18,6,0.5744891526141526,256.29
18,7,0.5782923548548548,256.29
18,8,0.5806946369446369,256.29
19,1,0.37945361226611224,253.81
19,2,0.4707645145145145,253.81
19,3,0.5186190998690998,253.81
19,4,0.5518573862323862,253.81
19,5,0.5710857492107492,253.81
19,6,0.5788903085778085,253.81
19,7,0.5814945955570956,253.81
19,8,0.5820965195965195,253.81
20,1,0.382657417032417,188.41
20,2,0.4561460498960499,188.41
20,3,0.4953939516439516,188.41
20,4,0.5116137772387772,188.41
20,5,0.5248308404558405,188.41
20,6,0.5698819011319012,188.41
20,7,0.5814948361823361,188.41
20,8,0.5840988825363825,188.41
21,1,0.37624800281050286,290.47
21,2,0.4653582669207669,290.47
21,3,0.5118154211904212,290.47
21,4,0.5346377627627628,290.47
21,5,0.5704803361053362,290.47
21,6,0.5810938342188342,290.47
21,7,0.5796933953183953,290.47
21,8,0.5790921931546932,290.47
22,1,0.3852618243243244,194.64
22,2,0.4659588675213675,194.64
22,3,0.516219584969585,194.64
22,4,0.561068761068761,194.64
22,5,0.5694812601062601,194.64
22,6,0.5824963184338184,194.64
22,7,0.5730863074613075,194.64
22,8,0.5794913904288904,194.64
23,1,0.4030802437052437,262.15
23,2,0.48057564776314776,262.15
23,3,0.5424508643258644,262.15
23,4,0.5492568289443289,262.15
23,5,0.5722845441595441,262.15
23,6,0.5738875895125896,262.15
23,7,0.5812947562947562,262.15
23,8,0.5780920343420344,262.15
24,1,0.3948790136290136,219.1
24,2,0.4917890246015246,219.1
24,3,0.4813804188804189,219.1
24,4,0.5208226255101255,219.1
24,5,0.5364455801955802,219.1
24,6,0.5780903499653499,219.1
24,7,0.5766907532532533,219.1
24,8,0.580293634981135,219.1
25,1,0.39287027412027414,237.42
25,2,0.48698530261030265,237.42
25,3,0.5194232694232693,237.42
25,4,0.5610712876337877,237.42
25,5,0.5750875875875876,237.42
25,6,0.5800931941556942,237.42
25,7,0.5746861043736043,237.42
25,8,0.5782934376684375,237.42
26,1,0.3742497304997305,213.05
26,2,0.44773415242165243,213.05
26,3,0.5236229017479018,213.05
26,4,0.5302348021098021,213.05
26,5,0.5434481356356357,213.05
26,6,0.5626728892353893,213.05
26,7,0.5738859051359051,213.05
26,8,0.5716855076230076,213.05
27,1,0.38846069627319624,243.9
27,2,0.4793737246862247,243.9
27,3,0.5194215850465851,243.9
27,4,0.5420519076769077,243.9
27,5,0.5646764553014553,243.9
27,6,0.5810958795333795,243.9
27,7,0.5738842207592207,243.9
27,8,0.5824977621852622,243.9
28,1,0.38365901959651955,230.69
28,2,0.41149009586509583,230.69
28,3,0.5086096914221914,230.69
28,4,0.5134158196658197,230.69
28,5,0.5568633537383537,230.69
28,6,0.5710820195195195,230.69
28,7,0.5832969989219989,230.69
28,8,0.5754889504889505,230.69
29,1,0.38926703145453145,212.79
29,2,0.4639563842688843,212.79
29,3,0.49018802456302457,212.79
29,4,0.5048039626164625,212.79
29,5,0.5158190642565642,212.79
29,6,0.5504569473319474,212.79
29,7,0.5738841004466004,212.79
29,8,0.5758899524524524,212.79
30,1,0.39266947235697236,209.31
30,2,0.469563193000693,209.31
30,3,0.5082083285208285,209.31
30,4,0.5188214656964657,209.31
30,5,0.561270405020405,209.31
30,6,0.5686804593054594,209.31
30,7,0.5734873094248094,209.31
30,8,0.571682981057981,209.31
31,1,0.3784542956417956,226.0
31,2,0.47997709247709247,226.0
31,3,0.5110107703857704,226.0
31,4,0.5720838627088627,226.0
31,5,0.5676781348656349,226.0
31,6,0.580295199045199,226.0
31,7,0.5782922345422344,226.0
31,8,0.5730847433972435,226.0
32,1,0.3998801686301687,229.18
32,2,0.5004017238392239,229.18
32,3,0.5136121698621698,229.18
32,4,0.5192225879725879,229.18
32,5,0.5334380053130053,229.18
32,6,0.5618717274967274,229.18
32,7,0.5742893133518133,229.18
32,8,0.5758879071379072,229.18
33,1,0.3702417561792562,223.41
33,2,0.4965952731577732,223.41
33,3,0.4925887425887426,223.41
33,4,0.5116131756756758,223.41
33,5,0.566477053977054,223.41
33,6,0.573484421921922,223.41
33,7,0.5867017257642259,223.41
33,8,0.5750883094633094,223.41
34,1,0.387062783937784,277.69
34,2,0.46215386059136065,277.69
34,3,0.5072068462693463,277.69
34,4,0.517019302956803,277.69
34,5,0.5590688043813044,277.69
34,6,0.5650739681989682,277.69
34,7,0.571683341995842,277.69
34,8,0.5782904298529299,277.69
35,1,0.3842590186340186,265.26
35,2,0.4585497757372757,265.26
35,3,0.5056084931084931,265.26
35,4,0.5264296748671748,265.26
35,5,0.5406499047124047,265.26
35,6,0.5738880707630708,265.26
35,7,0.5758876665126665,265.26
35,8,0.578092274967275,265.26
36,1,0.3748473232848233,241.82
36,2,0.4767723252098252,241.82
36,3,0.5324371246246247,241.82
36,4,0.5742832977207977,241.82
36,5,0.5728840619465619,241.82
36,6,0.577691273003773,241.82
36,7,0.5686823843073844,241.82
36,8,0.579694478131978,241.82
37,1,0.4080852487102487,248.84
37,2,0.482576566951567,248.84
37,3,0.5264325623700623,248.84
37,4,0.5534598300223301,248.84
37,5,0.5736866674366675,248.84
37,6,0.5824965590590591,248.84
37,7,0.5842984811734812,248.84
37,8,0.5784911113036113,248.84
38,1,0.37364588145838146,233.56
38,2,0.45574913856163857,233.56
38,3,0.48457772676522676,233.56
38,4,0.495793148918149,233.56
38,5,0.5526598714098714,233.56
38,6,0.5610716485716486,233.56
38,7,0.5756857819357819,233.56
38,8,0.5838984417109417,233.56
39,1,0.3816612285362286,199.08
39,2,0.47396916146916146,199.08
39,3,0.5028008778008778,199.08
39,4,0.5438492579117579,199.08
39,5,0.554457702895203,199.08
39,6,0.5546629562254562,199.08
39,7,0.5464542667667668,199.08
39,8,0.58189656002156,199.08
40,1,0.372242915992916,215.6
40,2,0.4699640746515747,215.6
40,3,0.5130146973896973,215.6
40,4,0.5506576287826288,215.6
40,5,0.574689473126973,215.6
40,6,0.5728859869484869,215.6
40,7,0.5883029664279664,215.6
40,8,0.5859003234003234,215.6
41,1,0.4056828463078463,248.26
41,2,0.47797436859936865,248.26
41,3,0.5372414481789481,248.26
41,4,0.5484543437668438,248.26
41,5,0.571883903133903,248.26
41,6,0.5784918331793332,248.26
41,7,0.578893917956418,248.26
41,8,0.5798941970816971,248.26
42,1,0.3568305083930084,205.21
42,2,0.4697636338261339,205.21
42,3,0.4911899880649881,205.21
42,4,0.5216235466235466,205.21
42,5,0.5534589878339878,205.21
42,6,0.5744873479248479,205.21
42,7,0.5748885905135905,205.21
42,8,0.5881021646646647,205.21
43,1,0.3670375904750905,204.15
43,2,0.4621541012166012,204.15
43,3,0.5324376058751059,204.15
43,4,0.5360430141680141,204.15
43,5,0.5410453722953723,204.15
43,6,0.5572677244552243,204.15
43,7,0.5644724050974051,204.15
43,8,0.5664774149149149,204.15
44,1,0.39887676137676137,241.55
44,2,0.44433086933086935,241.55
44,3,0.5096123767998768,241.55
44,4,0.5492573101948103,241.55
44,5,0.5678797788172788,241.55
44,6,0.5788923538923539,241.55
44,7,0.5764882671132671,241.55
44,8,0.5744847010472011,241.55
45,1,0.36603815353815355,256.23
45,2,0.46015306171556175,256.23
45,3,0.4949936715561716,256.23
45,4,0.5190229893354893,256.23
45,5,0.5706827019327019,256.23
45,6,0.5784903894278894,256.23
45,7,0.5806918697543698,256.23
45,8,0.5776882651882652,256.23
46,1,0.3772499663124664,209.18
46,2,0.45995033495033494,209.18
46,3,0.5124120514745515,209.18
46,4,0.5724839021714022,209.18
46,5,0.5770921161546162,209.18
46,6,0.5802930334180335,209.18
46,7,0.5875030078155078,209.18
46,8,0.5778926763301763,209.18
47,1,0.4022763147763148,246.5
47,2,0.4793749278124278,246.5
47,3,0.5592665983290983,246.5
47,4,0.5696783321783322,246.5
47,5,0.5828958766458766,246.5
47,6,0.5792940777315777,246.5
47,7,0.577091273966274,246.5
47,8,0.5774907118657119,246.5
48,1,0.39747620216370216,202.62
48,2,0.4525405212905213,202.62
48,3,0.48898658273658274,202.62
48,4,0.5198224666974668,202.62
48,5,0.5562645578270579,202.62
48,6,0.5800954800954801,202.62
48,7,0.5774889071764072,202.62
48,8,0.5772896694771695,202.62
49,1,0.40228293197043197,211.73
49,2,0.46696215446215444,211.73
49,3,0.521023306960807,211.73
49,4,0.539444612882113,211.73
49,5,0.5714844652344652,211.73
49,6,0.5762883075383075,211.73
49,7,0.5688781329406329,211.73
49,8,0.5678774928774929,211.73
50,1,0.3740462818587818,261.88
50,2,0.4587473290598291,261.88
50,3,0.5218241077616077,261.88
50,4,0.5452502983752984,261.88
50,5,0.5558617511742512,261.88
50,6,0.5722827394702396,261.88
50,7,0.573886987949488,261.88
50,8,0.5784908706783707,261.88
51,1,0.3740480865480866,211.69
51,2,0.45013980326480324,211.69
51,3,0.43211685242935244,211.69
51,4,0.475970200970201,211.69
51,5,0.5074066855316856,211.69
51,6,0.5476533023408023,211.69
51,7,0.5594687235312236,211.69
51,8,0.571482058982059,211.69
52,1,0.3884662306537307,243.01
52,2,0.44633431508431504,243.01
52,3,0.4721676002926003,243.01
52,4,0.4887887887887888,243.01
52,5,0.5388456966581966,243.01
52,6,0.5640734484484485,243.01
52,7,0.5764895905520906,243.01
52,8,0.581697202009702,243.01
53,1,0.3812527671902672,188.36
53,2,0.49659370909370915,188.36
53,3,0.5462537056287057,188.36
53,4,0.5712818587818588,188.36
53,5,0.5842993233618233,188.36
53,6,0.5758893508893509,188.36
53,7,0.5802956802956803,188.36
53,8,0.5796950796950797,188.36
54,1,0.3848585364210364,267.9
54,2,0.504804082929083,267.9
54,3,0.5636744917994917,267.9
54,4,0.5588671604296604,267.9
54,5,0.5764876655501655,267.9
54,6,0.5788911507661508,267.9
54,7,0.5818972818972818,267.9
54,8,0.5806928322553323,267.9
55,1,0.39447247728497725,247.56
55,2,0.47537345037345036,247.56
55,3,0.510011574074074,247.56
55,4,0.563872766997767,247.56
55,5,0.5714825402325402,247.56
55,6,0.5680774524524524,247.56
55,7,0.5746845403095403,247.56
55,8,0.5814948361823361,247.56
56,1,0.4056866963116963,237.28
56,2,0.4699621496496496,237.28
56,3,0.4863822957572958,237.28
56,4,0.5170197842072842,237.28
56,5,0.5176201441826441,237.28
56,6,0.5708833833833834,237.28
56,7,0.5720836220836222,237.28
56,8,0.5778888263263263,237.28
57,1,0.38646061927311925,234.94
57,2,0.47076740201740197,234.94
57,3,0.49299166955416956,234.94
57,4,0.5007998382998383,234.94
57,5,0.5498569482944483,234.94
57,6,0.583098483098483,234.94
57,7,0.5768891487641488,234.94
57,8,0.5832989239239239,234.94
58,1,0.39587135212135216,246.19
58,2,0.4659576643951644,246.19
58,3,0.5098100504350505,246.19
58,4,0.5680809415184415,246.19
58,5,0.5732847029722029,246.19
58,6,0.5746858637483637,246.19
58,7,0.5804962414337415,246.19
58,8,0.5712801744051744,246.19
59,1,0.39447151478401477,239.26
59,2,0.47216711904211905,239.26
59,3,0.5220245485870486,239.26
59,4,0.5708821802571803,239.26
59,5,0.5728838213213213,239.26
59,6,0.5772901507276508,239.26
59,7,0.5804926320551321,239.26
59,8,0.5724863084238084,239.26
60,1,0.3728420728420729,261.15
60,2,0.4613530597905598,261.15
60,3,0.47837212212212216,261.15
60,4,0.5320344382844383,261.15
60,5,0.5466515794640795,261.15
60,6,0.5718820984445984,261.15
60,7,0.5848948708323708,261.15
60,8,0.5770893489643489,261.15
61,1,0.3784492425117425,242.0
61,2,0.440727386039886,242.0
61,3,0.5110100485100485,242.0
61,4,0.5728853853853854,242.0
61,5,0.5788922335797335,242.0
61,6,0.5704806970431969,242.0
61,7,0.5806936744436745,242.0
61,8,0.5778890669515669,242.0
62,1,0.39887676137676137,224.93
62,2,0.46215217621467625,224.93
62,3,0.49980124355124356,224.93
62,4,0.517620866058366,224.93
62,5,0.5230244667744667,224.93
62,6,0.544052104989605,224.93
62,7,0.5656755313005313,224.93
62,8,0.574486626049126,224.93
63,1,0.3892640236390236,215.42
63,2,0.4609497718872719,215.42
63,3,0.5086106539231539,215.42
63,4,0.510211653961654,215.42
63,5,0.5540624759374759,215.42
63,6,0.5654766545391545,215.42
63,7,0.5758883883883884,215.42
63,8,0.5758894712019712,215.42
64,1,0.3916670276045276,222.03
64,2,0.48077620890120887,222.03
64,3,0.529631674944175,222.03
64,4,0.5234231827981828,222.03
64,5,0.5640750125125126,222.03
64,6,0.5718864296989298,222.03
64,7,0.5770903114653114,222.03
64,8,0.5802918302918304,222.03
65,1,0.3928681084931085,282.49
65,2,0.49899478805728803,282.49
65,3,0.506607087857088,282.49
65,4,0.5384438525063525,282.49
65,5,0.5714826605451606,282.49
65,6,0.571885828135828,282.49
65,7,0.579491631054131,282.49
65,8,0.5857015669515669,282.49
66,1,0.39547083140833145,244.78
66,2,0.4845815767690767,244.78
66,3,0.5100107318857319,244.78
66,4,0.5592674405174405,244.78
66,5,0.5786889052514052,244.78
66,6,0.5728864681989682,244.78
66,7,0.5814979643104644,244.78
66,8,0.5758898321398321,244.78
67,1,0.3964735167860168,233.64
67,2,0.46715982809732814,233.64
67,3,0.5084088896588898,233.64
67,4,0.5194199006699006,233.64
67,5,0.5562658812658813,233.64
67,6,0.5808961605836606,233.64
67,7,0.5768899909524909,233.64
67,8,0.5808950777700779,233.64
68,1,0.38926606895356897,237.61
68,2,0.4483361967736968,237.61
68,3,0.502202924077924,237.61
68,4,0.49959719334719327,237.61
68,5,0.544451542889043,237.61
68,6,0.5704815392315393,237.61
68,7,0.5734867078617079,237.61
68,8,0.5734839406714407,237.61
69,1,0.38326006294756293,238.51
69,2,0.49499451374451375,238.51
69,3,0.5030031233156232,238.51
69,4,0.5644755332255332,238.51
69,5,0.5756879475629476,238.51
69,6,0.5756886694386695,238.51
69,7,0.5764911546161546,238.51
69,8,0.5784907503657503,238.51
70,1,0.36884240009240016,253.52
70,2,0.4441334363209363,253.52
70,3,0.5002028470778471,253.52
70,4,0.5558621121121121,253.52
70,5,0.5728850244475244,253.52
70,6,0.5756879475629476,253.52
70,7,0.5778912325787325,253.52
70,8,0.5826954358204358,253.52
71,1,0.3802540521290521,234.89
71,2,0.4513404029029029,234.89
71,3,0.5068080099330099,234.89
71,4,0.5196221461846461,234.89
71,5,0.5452530655655656,234.89
71,6,0.5784917128667129,234.89
71,7,0.5710827413952414,234.89
71,8,0.5778893075768076,234.89
72,1,0.39086827211827213,214.34
72,2,0.4565460893585893,214.34
72,3,0.49619318838068843,214.34
72,4,0.5374444155694156,214.34
72,5,0.5712805353430354,214.34
72,6,0.5764888686763686,214.34
72,7,0.5812943953568953,214.34
72,8,0.5836989633864634,214.34
73,1,0.38926330176330176,252.53
73,2,0.5066078097328098,252.53
73,3,0.5208228661353661,252.53
73,4,0.5260291541541542,252.53
73,5,0.5722832207207208,252.53
73,6,0.5808941152691153,252.53
73,7,0.5786944396319397,252.53
73,8,0.5800952394702396,252.53
74,1,0.37024235774235775,224.03
74,2,0.46035254004004006,224.03
74,3,0.5090087683837684,224.03
74,4,0.521825792138292,224.03
74,5,0.5744873479248479,224.03
74,6,0.5734881516131516,224.03
74,7,0.5792923933548934,224.03
74,8,0.5814950768075767,224.03
75,1,0.39367384211134215,190.64
75,2,0.4713665588665588,190.64
75,3,0.5228257103257102,190.64
75,4,0.5162165771540771,190.64
75,5,0.5424476158851159,190.64
75,6,0.530634961884962,190.64
75,7,0.557266401016401,190.64
75,8,0.5644744504119504,190.64
76,1,0.3922720797720798,249.18
76,2,0.4527445714945715,249.18
76,3,0.5088114556864557,249.18
76,4,0.5596704877954878,249.18
76,5,0.5632721663971664,249.18
76,6,0.5786914318164318,249.18
76,7,0.5790915915915916,249.18
76,8,0.5800958410333411,249.18
77,1,0.38586062023562023,241.14
77,2,0.47436450873950875,241.14
77,3,0.5532633595133595,241.14
77,4,0.5572656791406791,241.14
77,5,0.5712824603449603,241.14
77,6,0.5772903913528913,241.14
77,7,0.580293274043274,241.14
77,8,0.5849016083391083,241.14
78,1,0.39847467659967656,225.3
78,2,0.498394789019789,225.3
78,3,0.5214243089243089,225.3
78,4,0.5374405655655656,225.3
78,5,0.5694801772926773,225.3
78,6,0.5740850225225226,225.3
78,7,0.578689988064988,225.3
78,8,0.5740851428351429,225.3
79,1,0.37704940517440516,226.06
79,2,0.4529450123200123,226.06
79,3,0.5022006381381381,226.06
79,4,0.5628711644336645,226.06
79,5,0.548459035959036,226.06
79,6,0.5676795786170786,226.06
79,7,0.5792910699160699,226.06
79,8,0.5766899110649111,226.06
80,1,0.3810577404327405,238.19
80,2,0.5064020751520751,238.19
80,3,0.5290343227843228,238.19
80,4,0.5572639947639947,238.19
80,5,0.5730854652729652,238.19
80,6,0.5806948775698776,238.19
80,7,0.5889041685916686,238.19
80,8,0.5792937167937168,238.19
81,1,0.37744763994764,216.33
81,2,0.4515412046662047,216.33
81,3,0.5230260308385307,216.33
81,4,0.5544601091476091,216.33
81,5,0.5688799376299376,216.33
81,6,0.5754877473627473,216.33
81,7,0.5710808163933164,216.33
81,8,0.5740861053361054,216.33
82,1,0.3660374316624317,254.57
82,2,0.44072702510202505,254.57
82,3,0.5244297181797182,254.57
82,4,0.5592685233310233,254.57
82,5,0.5762891497266497,254.57
82,6,0.5772903913528914,254.57
82,7,0.5772889476014477,254.57
82,8,0.5764877858627858,254.57
83,1,0.37444860726110724,235.79
83,2,0.4761719652344652,235.79
83,3,0.5160205878955879,235.79
83,4,0.5556633556633557,235.79
83,5,0.5672783360283361,235.79
83,6,0.5822973213598214,235.79
83,7,0.5724837818587819,235.79
83,8,0.5782903095403095,235.79
84,1,0.38666382728882726,205.47
84,2,0.46235502329252326,205.47
84,3,0.49959683240933234,205.47
84,4,0.5254283129283129,205.47
84,5,0.5138136935011935,205.47
84,6,0.5704825017325018,205.47
84,7,0.5842978796103796,205.47
84,8,0.5802909881034881,205.47
85,1,0.3854639495264495,234.36
85,2,0.49038954820204816,234.36
85,3,0.5258312398937398,234.36
85,4,0.5366419303919304,234.36
85,5,0.5550643191268191,234.36
85,6,0.5692815411565412,234.36
85,7,0.5766896704396705,234.36
85,8,0.5762913153538153,234.36
86,1,0.36023066335566334,217.54
86,2,0.46555377492877487,217.54
86,3,0.5270306364056364,217.54
86,4,0.5710820195195195,217.54
86,5,0.5696803774928775,217.54
86,6,0.574485061985062,217.54
86,7,0.5696801368676369,217.54
86,8,0.5794929544929545,217.54
87,1,0.37625004812504814,200.05
87,2,0.4363216581966582,200.05
87,3,0.46295345826595824,200.05
87,4,0.5174197033572033,200.05
87,5,0.5530623171248171,200.05
87,6,0.5636722058597058,200.05
87,7,0.5688817423192423,200.05
87,8,0.5740857443982444,200.05
88,1,0.3770473598598599,248.0
88,2,0.46475706475706485,248.0
88,3,0.4945913461538461,248.0
88,4,0.5640745312620313,248.0
88,5,0.568479416916917,248.0
88,6,0.5794936763686764,248.0
88,7,0.5752894721644722,248.0
88,8,0.5810962404712404,248.0
89,1,0.3796500827750828,244.74
89,2,0.5186217467467468,244.74
89,3,0.5254268691768691,244.74
89,4,0.5618720884345884,244.74
89,5,0.563875413875414,244.74
89,6,0.5710839445214445,244.74
89,7,0.5768893893893895,244.74
89,8,0.5762913153538153,244.74
90,1,0.39006590725340723,242.8
90,2,0.46756107068607067,242.8
90,3,0.531237367174867,242.8
90,4,0.5592694858319859,242.8
90,5,0.5752879081004081,242.8
90,6,0.5670772936397936,242.8
90,7,0.5746875481250481,242.8
90,8,0.572285987910988,242.8
91,1,0.38385934010934014,222.2
91,2,0.4685607482482483,222.2
91,3,0.5142174626549627,222.2
91,4,0.5330397705397706,222.2
91,5,0.5678779741279741,222.2
91,6,0.5728879119504119,222.2
91,7,0.5762892700392701,222.2
91,8,0.5744883104258104,222.2
92,1,0.3960725148225148,286.4
92,2,0.4785771348271348,286.4
92,3,0.5148149351274353,286.4
92,4,0.541244249056749,286.4
92,5,0.5748889514514515,286.4
92,6,0.5742860649110649,286.4
92,7,0.5762871044121044,286.4
92,8,0.5780916734041734,286.4
93,1,0.3796570609070609,250.93
93,2,0.4911886646261647,250.93
93,3,0.5142167407792407,250.93
93,4,0.5644762551012551,250.93
93,5,0.5700812591437592,250.93
93,6,0.5784923144298144,250.93
93,7,0.577689348001848,250.93
93,8,0.5772921960421961,250.93
94,1,0.3852609821359821,208.3
94,2,0.4949927090552091,208.3
94,3,0.5136173433048433,208.3
94,4,0.547655828905829,208.3
94,5,0.5388443732193733,208.3
94,6,0.5622715263340262,208.3
94,7,0.5830987237237237,208.3
94,8,0.5784895472395473,208.3
95,1,0.37745016651266655,204.28
95,2,0.4603532619157619,204.28
95,3,0.5136161401786402,204.28
95,4,0.5426492598367598,204.28
95,5,0.5442500192500193,204.28
95,6,0.5776905511280511,204.28
95,7,0.5686778124278125,204.28
95,8,0.5710805757680758,204.28
96,1,0.3694461288211288,213.03
96,2,0.4537412412412412,213.03
96,3,0.4885832948332948,213.03
96,4,0.5166184213059213,213.03
96,5,0.5404474185724185,213.03
96,6,0.5626681970431971,213.03
96,7,0.5830989643489644,213.03
96,8,0.5758880274505275,213.03
97,1,0.3848563707938708,217.93
97,2,0.4567470114345114,217.93
97,3,0.4849804131054132,217.93
97,4,0.5204243907368907,217.93
97,5,0.5484572312697312,217.93
97,6,0.5752883893508894,217.93
97,7,0.571283061908062,217.93
97,8,0.5746867059367059,217.93
98,1,0.3818551724801725,242.31
98,2,0.43932490182490186,242.31
98,3,0.46355213386463384,242.31
98,4,0.529632517132517,242.31
98,5,0.5438490172865174,242.31
98,6,0.5756890303765304,242.31
98,7,0.5772908726033726,242.31
98,8,0.5824961981211981,242.31
99,1,0.38706579175329175,197.04
99,2,0.488386704011704,197.04
99,3,0.5178201037576038,197.04
99,4,0.5572655588280587,197.04
99,5,0.5646739287364287,197.04
99,6,0.5712842650342651,197.04
99,7,0.5728863478863478,197.04
99,8,0.5784914722414722,197.04
100,1,0.41089322495572494,237.32
100,2,0.44252798471548466,237.32
100,3,0.5126138157388157,237.32
100,4,0.5270303957803958,237.32
100,5,0.5352408899283899,237.32
100,6,0.5688788548163548,237.32
100,7,0.576087987025487,237.32
100,8,0.5820955570955572,237.32
